question_id,n_models,mean_moved_closer,std_moved_closer,mean_adoption,mean_pull,question,question_type,image_id,base_ground_truth,susceptibility_stratum
405004002,7,0.5428571428571429,0.29920529661723827,0.2,0.5428571428571429,How many pillows are in the photo?,how many,405004,4,top_decile_susceptible
465184006,7,0.5428571428571429,0.3952094080237415,0.0,0.7428571428571429,How many pillows are on the sofa?,how many,465184,8,top_decile_susceptible
276063002,7,0.5428571428571429,0.22253945610567472,0.08571428571428573,0.7714285714285715,How many vehicles are there?,how many,276063,8,top_decile_susceptible
88094000,7,0.5428571428571429,0.4117326918327103,0.1142857142857143,1.0,How many chimneys are there?,how many,88094,8,top_decile_susceptible
425484001,7,0.5428571428571429,0.35989416433697496,0.05714285714285715,0.8285714285714285,How many tents?,how many,425484,8,top_decile_susceptible
404635001,7,0.5428571428571429,0.32071349029490925,0.1142857142857143,0.42857142857142855,How many elephants?,how many,404635,7,top_decile_susceptible
510657002,7,0.5428571428571429,0.45773770821706344,0.08571428571428573,1.457142857142857,How many glasses?,how many,510657,7,top_decile_susceptible
544237002,7,0.5428571428571429,0.3952094080237415,0.028571428571428574,0.5714285714285714,How many people are in the cafe?,how many people are in,544237,8,top_decile_susceptible
75216003,7,0.5428571428571428,0.5126959555693247,0.1142857142857143,0.6857142857142857,How many animals can you see?,how many,75216,8,top_decile_susceptible
566414003,7,0.5428571428571428,0.5126959555693246,0.14285714285714285,1.0,How many tires can you see in this photo?,how many,566414,7,top_decile_susceptible
67788008,7,0.5428571428571428,0.4577377082170635,0.08571428571428573,1.457142857142857,How many boats are there?,how many,67788,7,top_decile_susceptible
530466000,7,0.5428571428571428,0.35989416433697496,0.1142857142857143,1.8285714285714287,How many white squares are visible on the ground?,how many,530466,8,top_decile_susceptible
266487000,7,0.5428571428571428,0.37796447300922725,0.5428571428571428,0.9714285714285714,What is the top number?,what is the,266487,5,top_decile_susceptible
271785000,7,0.5428571428571428,0.427617987059879,0.05714285714285715,0.9142857142857144,How many people can see the elephants?,how many,271785,8,top_decile_susceptible
549508000,7,0.5428571428571428,0.427617987059879,0.028571428571428574,6.6000000000000005,What percent of people are wearing blue?,what,549508,0,top_decile_susceptible
533166005,7,0.5428571428571428,0.4720774754816659,0.05714285714285715,0.9714285714285714,How many cabinet doors are showing?,how many,533166,6,top_decile_susceptible
145369006,7,0.5428571428571428,0.5126959555693246,0.028571428571428574,0.5428571428571428,How many elephants are in the photo?,how many,145369,7,top_decile_susceptible
549448003,7,0.5428571428571428,0.2507132682112035,0.2857142857142857,0.4,How many people are near the bus?,how many people are,549448,8,top_decile_susceptible
242427001,7,0.5428571428571428,0.2760262237369417,0.17142857142857146,0.6857142857142857,How many computers can be seen?,how many,242427,8,top_decile_susceptible
543034003,7,0.5428571428571428,0.2507132682112035,0.4857142857142857,-54.51428571428571,How many years are there in this picture?,how many,543034,4,top_decile_susceptible
332663005,7,0.5428571428571428,0.4117326918327103,0.08571428571428573,0.2,How many zebras can you see?,how many,332663,8,top_decile_susceptible
20908000,7,0.5428571428571428,0.45773770821706344,0.08571428571428573,0.31428571428571433,How many bowls are there?,how many,20908,7,top_decile_susceptible
271828000,7,0.5428571428571428,0.32071349029490925,0.17142857142857146,0.5714285714285714,How many people do you see in this picture?,how many,271828,7,top_decile_susceptible
553326001,7,0.5428571428571428,0.5126959555693246,0.08571428571428573,1.8285714285714287,How many knobs are shown?,how many,553326,8,top_decile_susceptible
441293000,7,0.5428571428571428,0.42761798705987897,0.08571428571428573,0.9142857142857144,How many people are in the room?,how many people are in,441293,5,top_decile_susceptible
64915001,7,0.5428571428571428,0.5126959555693246,0.17142857142857146,0.4857142857142857,How many suitcases?,how many,64915,6,top_decile_susceptible
81798001,7,0.5428571428571428,0.32071349029490925,0.1142857142857143,0.6285714285714287,How many people on skis?,how many,81798,8,top_decile_susceptible
486457002,7,0.5428571428571428,0.427617987059879,0.1142857142857143,0.5428571428571428,How many balloons are here?,how many,486457,8,top_decile_susceptible
91650009,7,0.5142857142857143,0.48795003647426666,0.05714285714285715,0.5714285714285714,How many cows?,how many,91650,7,top_decile_susceptible
274352003,7,0.5142857142857143,0.44507891221134943,0.08571428571428573,1.542857142857143,How many plates are on the table?,how many,274352,8,top_decile_susceptible
149832001,7,0.5142857142857143,0.3804758924845368,0.05714285714285715,0.42857142857142855,How many cows are in this picture?,how many,149832,5,top_decile_susceptible
36451002,7,0.5142857142857143,0.3625307868699863,0.2285714285714286,1.5714285714285714,How many people are there?,how many people are,36451,5,top_decile_susceptible
281365002,7,0.5142857142857143,0.42983939414844796,0.17142857142857146,0.6,How many total urinals can you see in this picture?,how many,281365,5,top_decile_susceptible
281688003,7,0.5142857142857143,0.501426536422407,0.5714285714285714,-0.8857142857142859,What number is the catcher?,what number is,281688,7,top_decile_susceptible
281609006,7,0.5142857142857143,0.4740906081772816,0.05714285714285715,1.0857142857142859,How many bears are there?,how many,281609,4,top_decile_susceptible
263884002,7,0.5142857142857143,0.2544836041121407,0.2,0.48571428571428577,How many trains are there?,how many,263884,7,top_decile_susceptible
181518004,7,0.5142857142857143,0.501426536422407,0.028571428571428574,2.742857142857143,How many windows are in the picture?,how many,181518,6,top_decile_susceptible
436511000,7,0.5142857142857143,0.42983939414844796,0.05714285714285715,1.1428571428571428,How many animals are here?,how many,436511,8,top_decile_susceptible
247917001,7,0.5142857142857143,0.44507891221134943,0.14285714285714285,0.5142857142857142,How many boys are in the image?,how many,247917,8,top_decile_susceptible
559312000,7,0.5142857142857143,0.4879500364742666,0.08571428571428573,1.0,How many people are in the picture?,how many people are in,559312,7,top_decile_susceptible
323442000,7,0.5142857142857143,0.501426536422407,0.028571428571428574,0.8285714285714285,How many glasses are on the table?,how many,323442,8,top_decile_susceptible
237256003,7,0.5142857142857143,0.47409060817728166,0.0,0.5428571428571428,How many sheep are pictured?,how many,237256,8,top_decile_susceptible
328111003,7,0.5142857142857143,0.44507891221134943,0.028571428571428574,0.39999999999999997,What number of cars are on the road?,what,328111,8,top_decile_susceptible
38666002,7,0.5142857142857142,0.22677868380553634,0.028571428571428574,0.2,How many children are in the picture?,how many,38666,5,top_decile_susceptible
575287002,7,0.5142857142857142,0.3804758924845368,0.05714285714285715,0.7142857142857143,How many umbrellas are there?,how many,575287,7,top_decile_susceptible
142246006,7,0.48571428571428577,0.397611918955202,0.05714285714285715,0.5714285714285714,How many lights are there?,how many,142246,0,top_decile_susceptible
256505000,7,0.48571428571428577,0.3625307868699863,0.14285714285714285,0.42857142857142855,How many people are in the photo?,how many people are in,256505,8,top_decile_susceptible
61171000,7,0.48571428571428577,0.3436498771936899,0.028571428571428574,0.6,How many animals?,how many,61171,8,top_decile_susceptible
290570001,7,0.48571428571428577,0.3804758924845368,0.08571428571428573,0.37142857142857144,How many sheep are there?,how many,290570,8,top_decile_susceptible
442681003,7,0.48571428571428577,0.3023715784073818,0.1142857142857143,0.6857142857142858,How many people?,how many,442681,7,top_decile_susceptible
93571000,7,0.48571428571428577,0.4598136268408881,0.2,0.5714285714285714,How many zebras are in the photo?,how many,93571,8,top_decile_susceptible
420791002,7,0.48571428571428577,0.3625307868699863,0.1142857142857143,0.4571428571428572,How many boats are docked?,how many,420791,6,top_decile_susceptible
160192000,7,0.48571428571428577,0.397611918955202,0.17142857142857146,0.3142857142857142,How many plates of food are visible?,how many,160192,5,top_decile_susceptible
328730006,7,0.48571428571428577,0.41403933560541256,0.14285714285714285,0.7428571428571429,How many people are here?,how many people are,328730,7,top_decile_susceptible
418692002,7,0.4857142857142857,0.34364987719368983,0.08571428571428573,0.37142857142857144,How many items of furniture are in the living room?,how many,418692,4,top_decile_susceptible
171548009,7,0.4857142857142857,0.41403933560541256,0.2,1.1142857142857143,How many people are in the picture?,how many people are in,171548,8,top_decile_susceptible
549338002,7,0.4857142857142857,0.4298393941484479,0.0,1.3142857142857143,How many vertical fence posts?,how many,549338,5,top_decile_susceptible
116061001,7,0.4857142857142857,0.3625307868699863,0.2285714285714286,0.39999999999999997,How many people are on mopeds?,how many people are,116061,8,top_decile_susceptible
393203002,7,0.4857142857142857,0.3625307868699863,0.14285714285714285,0.5142857142857143,How many rocks can be counted?,how many,393203,7,top_decile_susceptible
529917001,7,0.4857142857142857,0.4740906081772816,0.17142857142857146,0.6285714285714287,How many people are in this picture?,how many people are in,529917,8,top_decile_susceptible
564726002,7,0.4857142857142857,0.5014265364224071,0.17142857142857146,0.4857142857142857,How many donuts are there?,how many,564726,8,top_decile_susceptible
56544002,7,0.4857142857142857,0.501426536422407,0.08571428571428573,0.7999999999999999,How many bridge supports are visible?,how many,56544,8,top_decile_susceptible
397475004,7,0.4857142857142857,0.27945525240230873,0.4571428571428572,1.657142857142857,What number is on the red shirt?,what number is,397475,8,top_decile_susceptible
46405001,7,0.4857142857142857,0.5014265364224071,0.05714285714285715,0.6285714285714287,How many buses are in the picture?,how many,46405,8,top_decile_susceptible
133827002,7,0.4857142857142857,0.4298393941484479,0.14285714285714285,0.8857142857142858,How many tracks?,how many,133827,0,top_decile_susceptible
401024000,7,0.4857142857142857,0.36253078686998635,0.6,1.1714285714285713,How many inches of hair?,how many,401024,1,top_decile_susceptible
400851003,7,0.4857142857142857,0.44507891221134943,0.2,1.1714285714285713,How many umbrellas are there?,how many,400851,5,top_decile_susceptible
73209000,7,0.4857142857142857,0.48795003647426655,0.05714285714285715,2.2285714285714286,How many bottles can be seen?,how many,73209,7,top_decile_susceptible
553447003,7,0.4857142857142857,0.501426536422407,0.08571428571428573,0.5142857142857143,How many animals are here?,how many,553447,7,top_decile_susceptible
557559000,7,0.4857142857142857,0.30237157840738177,0.14285714285714285,0.7999999999999999,How many chimneys are there?,how many,557559,7,top_decile_susceptible
505447000,7,0.4857142857142857,0.3625307868699862,0.2571428571428572,0.6,How many windows on the plane?,how many,505447,8,top_decile_susceptible
507927001,7,0.4857142857142857,0.27945525240230873,0.17142857142857146,0.8,How many motorcycles?,how many,507927,8,top_decile_susceptible
403107002,7,0.4857142857142857,0.4879500364742666,0.0,7.971428571428571,How many black keys are on the keyboard?,how many,403107,7,top_decile_susceptible
276893018,7,0.4857142857142857,0.30237157840738177,0.5142857142857143,1.2,How old is this boy?,how,276893,6,top_decile_susceptible
207027001,7,0.4857142857142857,0.47409060817728166,0.1142857142857143,0.8285714285714285,How many surfboards are on the rack?,how many,207027,7,top_decile_susceptible
572734002,7,0.4857142857142857,0.3804758924845367,0.08571428571428573,0.4857142857142857,How many drawers are here?,how many,572734,6,top_decile_susceptible
425120002,7,0.4857142857142857,0.22677868380553634,0.05714285714285715,0.2571428571428572,How many kids are playing?,how many,425120,7,top_decile_susceptible
430525001,7,0.4857142857142857,0.34364987719368983,0.14285714285714285,0.31428571428571433,How many people are in this picture?,how many people are in,430525,6,top_decile_susceptible
328791000,7,0.4857142857142857,0.22677868380553634,0.14285714285714285,0.31428571428571433,How many people is there?,how many,328791,7,top_decile_susceptible
305368004,7,0.4857142857142857,0.44507891221134943,0.08571428571428573,0.8857142857142858,How many windows are there?,how many,305368,8,top_decile_susceptible
437738029,7,0.4857142857142857,0.22677868380553634,0.2571428571428572,0.5142857142857143,How many signs in this picture?,how many,437738,5,top_decile_susceptible
188718001,7,0.4571428571428572,0.4429339411136566,0.08571428571428573,1.2571428571428573,How many legs are shown?,how many,188718,8,top_decile_susceptible
184972001,7,0.4571428571428572,0.37796447300922725,0.14285714285714285,0.34285714285714286,How many people in the photo?,how many,184972,8,top_decile_susceptible
212559002,7,0.4571428571428572,0.47207747548166584,0.028571428571428574,0.4857142857142857,How many farm animals?,how many,212559,8,top_decile_susceptible
248353004,7,0.4571428571428572,0.4276179870598791,0.08571428571428573,0.4571428571428572,How many skiers are on the slope?,how many,248353,8,top_decile_susceptible
529187003,7,0.4571428571428572,0.29920529661723827,0.2571428571428572,0.4571428571428572,How many large rocks are visible?,how many,529187,5,top_decile_susceptible
416335002,7,0.4571428571428572,0.39520940802374155,0.17142857142857146,0.39999999999999997,How many pizzas are shown?,how many,416335,8,top_decile_susceptible
419344000,7,0.4571428571428572,0.2760262237369417,0.2,0.8857142857142858,How many people are there?,how many people are,419344,6,top_decile_susceptible
143001,7,0.4571428571428572,0.4720774754816659,0.08571428571428573,0.4857142857142857,How many birds are in the tree?,how many,143,8,top_decile_susceptible
433204012,7,0.4571428571428572,0.3207134902949093,0.08571428571428573,0.2857142857142857,How many people are in this picture?,how many people are in,433204,5,top_decile_susceptible
172718000,7,0.4571428571428572,0.2507132682112035,0.5428571428571429,1.0571428571428572,How old is the boy?,how,172718,7,top_decile_susceptible
375449004,7,0.4571428571428572,0.45773770821706344,0.1142857142857143,0.4857142857142857,How many sheep are there?,how many,375449,8,top_decile_susceptible
471991002,7,0.4571428571428572,0.427617987059879,0.1142857142857143,1.0285714285714287,How many lamps are there?,how many,471991,7,top_decile_susceptible
471179001,7,0.4571428571428572,0.4720774754816659,0.1142857142857143,0.4857142857142857,How many black cows are behind  a fence?,how many,471179,8,top_decile_susceptible
114147002,7,0.4571428571428572,0.3598941643369749,0.17142857142857146,0.14285714285714285,How many orange safety barriers are in the photo?,how many,114147,7,top_decile_susceptible
128704001,7,0.4571428571428572,0.42761798705987897,0.08571428571428573,0.8857142857142856,How many umbrellas are there?,how many,128704,8,top_decile_susceptible
486162000,7,0.4571428571428572,0.22253945610567472,0.1142857142857143,0.42857142857142855,How many notes are taped to the sign?,how many,486162,7,top_decile_susceptible
14473003,7,0.4571428571428572,0.42761798705987897,0.08571428571428573,0.45714285714285713,How many workers are shown?,how many,14473,7,top_decile_susceptible
262505004,7,0.4571428571428572,0.359894164336975,0.17142857142857146,0.6,How many lines are painted in the street?,how many,262505,3,top_decile_susceptible
319654001,7,0.4571428571428572,0.45773770821706344,0.05714285714285715,1.0857142857142856,How many people are shown?,how many people are,319654,8,top_decile_susceptible
335325007,7,0.4571428571428572,0.3598941643369749,0.08571428571428573,0.42857142857142855,How many people are in the picture?,how many people are in,335325,8,top_decile_susceptible
351887002,7,0.4571428571428572,0.4276179870598791,0.1142857142857143,0.5428571428571428,How many glasses are on the table?,how many,351887,7,top_decile_susceptible
400139001,7,0.4571428571428572,0.3952094080237415,0.028571428571428574,1.0571428571428572,"How many ""S"" patterns are on the plate?",how many,400139,8,top_decile_susceptible
135483002,7,0.4571428571428572,0.3408672412985387,0.2,0.9142857142857144,How many female players are on the field?,how many,135483,5,top_decile_susceptible
535151001,7,0.4571428571428572,0.15118578920369086,0.2285714285714286,0.31428571428571433,How many rings are in the vegetable?,how many,535151,5,top_decile_susceptible
344548004,7,0.4571428571428572,0.15118578920369088,0.34285714285714286,0.42857142857142855,How many candles?,how many,344548,7,top_decile_susceptible
132084002,7,0.4571428571428572,0.29920529661723827,0.6571428571428571,0.7142857142857143,What number is on sign?,what number is,132084,6,top_decile_susceptible
403054005,7,0.4571428571428572,0.2507132682112035,0.2857142857142857,0.2285714285714286,How many signs are there?,how many,403054,0,top_decile_susceptible
139749001,7,0.4571428571428572,0.4429339411136566,0.08571428571428573,1.742857142857143,How many people are in this train station?,how many people are in,139749,7,top_decile_susceptible
147453001,7,0.4571428571428572,0.37796447300922725,0.1142857142857143,0.34285714285714286,How many umbrellas are there?,how many,147453,5,top_decile_susceptible
157358001,7,0.4571428571428572,0.2507132682112035,0.028571428571428574,0.34285714285714286,How many people are on the street?,how many people are,157358,5,top_decile_susceptible
276127004,7,0.4571428571428572,0.42761798705987897,0.0,0.5142857142857143,How many total foods are there on the table?,how many,276127,4,top_decile_susceptible
263178003,7,0.4571428571428572,0.34086724129853874,0.08571428571428573,0.37142857142857144,How many fruit are in the bowl?,how many,263178,7,top_decile_susceptible
485896000,7,0.4571428571428572,0.4429339411136566,0.08571428571428573,0.8285714285714285,How many horses are there?,how many,485896,7,top_decile_susceptible
500175001,7,0.4571428571428572,0.4429339411136566,0.2,0.4571428571428572,How many birds are visible?,how many,500175,7,top_decile_susceptible
504020000,7,0.4571428571428572,0.4117326918327103,0.17142857142857146,0.4571428571428572,How many zebras are in the photo?,how many,504020,7,top_decile_susceptible
280888004,7,0.4571428571428572,0.35989416433697496,0.028571428571428574,0.4857142857142857,How many players on the field?,how many,280888,7,top_decile_susceptible
36311003,7,0.4571428571428572,0.4720774754816659,0.08571428571428573,0.5428571428571429,How many bags do you see?,how many,36311,5,top_decile_susceptible
56344002,7,0.4571428571428572,0.32071349029490925,0.1142857142857143,0.34285714285714286,How many electronic devices are there?,how many,56344,7,top_decile_susceptible
456184001,7,0.4571428571428572,0.4276179870598791,0.08571428571428573,0.34285714285714286,How many people are standing?,how many people are,456184,8,top_decile_susceptible
4840000,7,0.4571428571428572,0.2760262237369417,0.14285714285714285,0.9142857142857144,How many buildings are in the distance?,how many,4840,3,top_decile_susceptible
450762003,7,0.4571428571428572,0.29920529661723827,0.2,0.42857142857142855,How many bears are there?,how many,450762,8,top_decile_susceptible
78565003,7,0.4571428571428572,0.3408672412985387,0.17142857142857146,0.4857142857142857,How many boats can you see?,how many,78565,8,top_decile_susceptible
560349006,6,0.43333333333333335,0.196638416050035,0.3,0.6666666666666666,How old are the kids?,how,560349,5,top_decile_susceptible
53263001,6,0.43333333333333335,0.3669695718539436,0.3666666666666667,0.8333333333333334,"Based on candles on the cake, how old is the birthday boy?",none of the above,53263,8,top_decile_susceptible
265372036,6,0.43333333333333335,0.46332134277050807,0.10000000000000002,4.7,How many boats can be seen in this photo?,how many,265372,2,top_decile_susceptible
30222001,7,0.42857142857142855,0.40708019567928594,0.05714285714285715,0.45714285714285713,How many suitcases are in the hallway?,how many,30222,8,top_decile_susceptible
575915002,7,0.42857142857142855,0.43861253103502684,0.05714285714285715,1.885714285714286,How many lines are on the bowl?,how many,575915,8,top_decile_susceptible
28449001,7,0.42857142857142855,0.2927700218845599,0.1142857142857143,0.6571428571428573,How many mammals are in the photo?,how many,28449,5,top_decile_susceptible
90626000,7,0.42857142857142855,0.5345224838248488,0.0,0.8857142857142858,How many windows on the bus?,how many,90626,8,top_decile_susceptible
218404001,7,0.42857142857142855,0.37289089429432176,0.2285714285714286,0.2571428571428572,How many glasses are on the table?,how many,218404,7,top_decile_susceptible
102746000,7,0.42857142857142855,0.3545621041711673,0.14285714285714285,0.2571428571428572,How many of these people are wearing sunglasses?,how many,102746,7,top_decile_susceptible
574280001,7,0.42857142857142855,0.33523268393901035,0.2285714285714286,0.31428571428571433,How many bicycles are there?,how many,574280,5,top_decile_susceptible
483227009,7,0.42857142857142855,0.2690370836538197,0.17142857142857146,0.2857142857142857,How many players in blue jerseys are there?,how many,483227,7,top_decile_susceptible
557977000,7,0.42857142857142855,0.37289089429432176,0.0,0.37142857142857144,How many players are in the field?,how many,557977,6,top_decile_susceptible
499068002,7,0.42857142857142855,0.24299715851758236,0.1142857142857143,0.9428571428571428,How many people are shown?,how many people are,499068,8,top_decile_susceptible
287305006,7,0.42857142857142855,0.31471831698777725,0.08571428571428573,0.45714285714285713,How many other vehicles do you see in this picture other than the bus?,how many,287305,7,top_decile_susceptible
43680003,7,0.42857142857142855,0.43861253103502684,0.14285714285714285,0.7142857142857143,How many cattle in total?,how many,43680,8,top_decile_susceptible
91650014,7,0.42857142857142855,0.40708019567928594,0.08571428571428573,0.42857142857142855,How many cows are there?,how many,91650,7,top_decile_susceptible
353180002,7,0.42857142857142855,0.5345224838248488,0.028571428571428574,0.4857142857142857,How many people are pushing?,how many people are,353180,8,top_decile_susceptible
37783002,7,0.42857142857142855,0.3903600291794133,0.1142857142857143,0.45714285714285713,How many people are in the picture?,how many people are in,37783,5,top_decile_susceptible
567444004,7,0.42857142857142855,0.4820590756130958,0.05714285714285715,0.8571428571428571,How many pieces of fruit are in the picture?,how many,567444,8,top_decile_susceptible
396200020,7,0.42857142857142855,0.35456210417116735,0.2571428571428572,0.42857142857142855,How many feet on the ground?,how many,396200,0,top_decile_susceptible
110997004,7,0.42857142857142855,0.43861253103502684,0.2285714285714286,0.5428571428571428,How many birds are flying?,how many,110997,7,top_decile_susceptible
124236002,7,0.42857142857142855,0.42314018840996304,0.2,0.3142857142857142,How many pots are there?,how many,124236,7,top_decile_susceptible
156759001,7,0.42857142857142855,0.2927700218845599,0.17142857142857146,0.14285714285714285,How many people can be seen on the sidewalk?,how many,156759,5,top_decile_susceptible
181962002,7,0.42857142857142855,0.4535573676110727,0.028571428571428574,0.34285714285714286,How many jockeys are there?,how many,181962,8,top_decile_susceptible
411908003,7,0.42857142857142855,0.40708019567928594,0.028571428571428574,0.34285714285714286,How many people are in the picture?,how many people are in,411908,7,top_decile_susceptible
306506002,7,0.42857142857142855,0.2690370836538197,0.2,0.1142857142857143,How many animals are there?,how many,306506,5,top_decile_susceptible
