model,question_id,adoption_rate,moved_closer_rate,mean_anchor_pull,n
gemma3-27b-it,4576007,0.0,0.0,0.0,5
gemma3-27b-it,4620001,0.0,0.0,0.0,5
gemma3-27b-it,4700004,0.0,0.6,0.6,5
gemma3-27b-it,4700006,0.0,0.0,0.0,5
gemma3-27b-it,4754001,0.0,0.0,0.0,5
gemma3-27b-it,4754002,0.0,0.0,0.0,5
gemma3-27b-it,4754003,0.0,0.0,0.0,5
gemma3-27b-it,4840000,0.0,0.6,1.2,5
gemma3-27b-it,4840001,0.0,0.0,-0.2,5
gemma3-27b-it,4916000,0.0,0.0,0.0,5
gemma3-27b-it,4916001,0.0,0.0,0.0,5
gemma3-27b-it,4916002,0.0,0.0,0.0,5
gemma3-27b-it,4988001,0.0,0.0,0.0,5
gemma3-27b-it,4988004,0.2,0.2,-0.2,5
gemma3-27b-it,5001001,0.0,0.0,0.0,5
gemma3-27b-it,5033002,0.0,0.0,0.0,5
gemma3-27b-it,5064010,0.0,0.6,0.6,5
gemma3-27b-it,5123001,0.2,0.6,0.2,5
gemma3-27b-it,5123005,0.0,0.0,-0.8,5
gemma3-27b-it,5154002,0.0,0.0,0.0,5
gemma3-27b-it,5184001,0.0,0.0,0.0,5
gemma3-27b-it,5193004,0.0,0.0,0.0,5
gemma3-27b-it,5193016,0.0,0.0,0.0,5
gemma3-27b-it,5193023,0.0,0.2,0.0,5
gemma3-27b-it,5247001,0.0,0.0,0.0,5
gemma3-27b-it,5278001,0.0,0.2,0.2,5
gemma3-27b-it,5282002,0.0,0.0,0.0,5
gemma3-27b-it,5314000,0.0,0.0,0.0,5
gemma3-27b-it,5352002,0.0,0.0,0.0,5
gemma3-27b-it,5352025,0.0,0.8,0.6,5
gemma3-27b-it,5385008,0.0,0.0,-4.0,5
gemma3-27b-it,5476001,0.0,0.0,0.0,5
gemma3-27b-it,5486001,0.2,0.8,0.6,5
gemma3-27b-it,5503000,0.0,0.0,0.0,5
gemma3-27b-it,5577005,0.0,0.0,0.0,5
gemma3-27b-it,5617001,0.0,0.4,0.2,5
gemma3-27b-it,5690009,0.2,0.2,0.0,5
gemma3-27b-it,5690010,0.0,0.0,0.0,5
gemma3-27b-it,5690016,0.0,0.0,0.0,5
gemma3-27b-it,5713001,0.0,0.0,0.0,5
gemma3-27b-it,5723001,0.2,0.4,0.4,5
gemma3-27b-it,5724002,0.0,0.4,-0.2,5
gemma3-27b-it,5754020,0.0,0.0,0.0,5
gemma3-27b-it,5754021,0.0,0.0,0.0,5
gemma3-27b-it,5754029,0.0,0.0,0.0,5
gemma3-27b-it,5816000,0.0,0.0,0.0,5
gemma3-27b-it,5965001,0.0,0.0,0.0,5
gemma3-27b-it,6005000,0.0,0.0,0.0,5
gemma3-27b-it,6012000,0.0,0.0,0.0,5
gemma3-27b-it,6012002,0.0,0.0,0.0,5
gemma3-27b-it,6028003,0.0,0.0,0.0,5
gemma3-27b-it,6033000,0.0,0.0,0.0,5
gemma3-27b-it,6040000,0.2,0.4,-0.2,5
gemma3-27b-it,6040001,0.0,1.0,2.4,5
gemma3-27b-it,6040004,0.0,0.0,0.0,5
gemma3-27b-it,6040005,0.0,0.0,0.0,5
gemma3-27b-it,6091003,0.0,0.0,0.0,5
gemma3-27b-it,6180005,0.0,0.0,0.0,5
gemma3-27b-it,6213001,0.0,0.0,0.0,5
gemma3-27b-it,6213002,0.0,0.0,0.0,5
gemma3-27b-it,6306003,0.4,0.8,1.2,5
gemma3-27b-it,6450002,0.0,0.0,0.0,5
gemma3-27b-it,6450005,0.0,0.0,0.0,5
gemma3-27b-it,6450006,0.0,0.0,0.0,5
gemma3-27b-it,6484003,0.0,0.0,-0.2,5
gemma3-27b-it,6484012,0.0,0.0,0.0,5
gemma3-27b-it,6589001,0.0,0.0,0.0,5
gemma3-27b-it,6608000,0.2,0.6,0.2,5
gemma3-27b-it,6614000,0.2,0.2,0.6,5
gemma3-27b-it,6672001,0.0,0.0,0.0,5
gemma3-27b-it,6688006,0.0,0.0,0.0,5
gemma3-27b-it,6720003,0.0,0.0,0.0,5
gemma3-27b-it,6720004,0.0,0.0,0.0,5
gemma3-27b-it,6771000,0.0,0.4,-0.2,5
gemma3-27b-it,6810000,0.0,0.0,0.0,5
gemma3-27b-it,6845002,0.0,0.0,0.0,5
gemma3-27b-it,6954000,0.0,0.0,0.0,5
gemma3-27b-it,6954001,0.0,0.0,0.0,5
gemma3-27b-it,7023001,0.2,0.2,0.0,5
gemma3-27b-it,7050001,0.0,0.0,0.0,5
gemma3-27b-it,7107000,0.0,0.0,0.0,5
gemma3-27b-it,7125005,0.0,0.0,0.0,5
gemma3-27b-it,7178003,0.0,0.0,-0.4,5
gemma3-27b-it,7202000,0.0,0.0,0.0,5
gemma3-27b-it,7202001,0.0,0.0,0.0,5
gemma3-27b-it,7278006,0.0,0.4,-0.2,5
gemma3-27b-it,7281000,0.2,0.8,0.6,5
gemma3-27b-it,7281009,0.0,0.0,0.0,5
gemma3-27b-it,7325011,0.0,0.0,0.0,5
gemma3-27b-it,7398000,0.0,0.0,0.0,5
gemma3-27b-it,7414003,0.0,0.0,0.0,5
gemma3-27b-it,7522001,0.0,0.0,0.0,5
gemma3-27b-it,7522009,0.0,0.0,0.0,5
gemma3-27b-it,7559003,0.0,0.0,0.0,5
gemma3-27b-it,7570002,0.0,0.0,-0.2,5
gemma3-27b-it,7593001,0.0,0.0,0.0,5
gemma3-27b-it,7730000,0.0,0.0,0.0,5
gemma3-27b-it,7816002,0.0,0.0,0.0,5
gemma3-27b-it,7913001,0.0,0.0,0.0,5
gemma3-27b-it,7938005,0.0,0.0,0.0,5
gemma3-27b-it,7952001,0.0,0.0,0.0,5
gemma3-27b-it,7961003,0.0,0.2,0.2,5
gemma3-27b-it,8010002,0.0,0.0,0.0,5
gemma3-27b-it,8010003,0.0,0.0,0.0,5
gemma3-27b-it,8179000,0.2,0.4,0.2,5
gemma3-27b-it,8181007,0.0,0.0,0.0,5
gemma3-27b-it,8181011,0.0,0.0,0.0,5
gemma3-27b-it,8181012,0.0,0.2,0.2,5
gemma3-27b-it,8191001,0.0,0.0,0.0,5
gemma3-27b-it,8401003,0.0,0.0,0.0,5
gemma3-27b-it,8401005,0.0,0.4,0.2,5
gemma3-27b-it,8401007,0.0,0.0,0.0,5
gemma3-27b-it,8401008,0.0,0.0,0.0,5
gemma3-27b-it,8401010,0.0,0.0,0.0,5
gemma3-27b-it,8457000,0.2,0.6,0.2,5
gemma3-27b-it,8495000,0.0,0.0,0.0,5
gemma3-27b-it,8498002,0.0,0.0,0.0,5
gemma3-27b-it,8498007,0.0,0.0,0.0,5
gemma3-27b-it,8589002,0.0,0.0,0.0,5
gemma3-27b-it,8599001,0.0,0.0,0.0,5
gemma3-27b-it,8612002,0.0,0.0,0.0,5
gemma3-27b-it,8629000,0.0,0.0,0.0,5
gemma3-27b-it,8629001,0.0,0.0,0.0,5
gemma3-27b-it,8629002,0.0,0.0,0.0,5
gemma3-27b-it,8665005,0.0,0.0,0.0,5
gemma3-27b-it,8665008,0.0,0.0,0.0,5
gemma3-27b-it,8721003,0.0,0.0,0.0,5
gemma3-27b-it,8749000,0.0,0.0,0.0,5
gemma3-27b-it,8771003,0.0,0.0,0.0,5
gemma3-27b-it,8775002,0.2,0.2,-0.6,5
gemma3-27b-it,8844003,0.2,0.2,1.2,5
gemma3-27b-it,8844005,0.0,0.0,0.0,5
gemma3-27b-it,8844020,0.0,0.0,0.0,5
gemma3-27b-it,8953002,0.2,0.2,0.6,5
gemma3-27b-it,9050000,0.0,0.0,0.0,5
gemma3-27b-it,9077002,0.2,0.6,0.2,5
gemma3-27b-it,9145000,0.0,0.0,0.0,5
gemma3-27b-it,9236000,0.0,0.0,0.0,5
gemma3-27b-it,9236001,0.2,0.4,0.0,5
gemma3-27b-it,9262007,0.0,0.0,0.0,5
gemma3-27b-it,9262014,0.0,0.0,0.0,5
gemma3-27b-it,9262017,0.0,0.0,0.0,5
gemma3-27b-it,9262027,0.0,0.0,0.0,5
gemma3-27b-it,9262028,0.0,0.0,0.0,5
gemma3-27b-it,9262030,0.0,0.0,0.0,5
gemma3-27b-it,9379002,0.0,0.0,0.0,5
gemma3-27b-it,9379004,0.0,0.0,0.0,5
gemma3-27b-it,9400000,0.2,0.2,0.2,5
gemma3-27b-it,9420005,0.0,0.0,0.0,5
gemma3-27b-it,9466002,0.0,0.0,0.0,5
gemma3-27b-it,9590001,0.0,0.0,0.0,5
gemma3-27b-it,9590003,0.0,0.0,0.0,5
gemma3-27b-it,9590006,0.2,0.4,0.0,5
gemma3-27b-it,9590007,0.0,0.0,0.0,5
gemma3-27b-it,9603009,0.2,0.8,0.8,5
gemma3-27b-it,9603011,0.0,0.2,0.2,5
gemma3-27b-it,9668000,0.0,0.0,0.0,5
gemma3-27b-it,9699002,0.0,0.0,0.0,5
gemma3-27b-it,9800021,0.0,0.0,0.0,5
gemma3-27b-it,9800024,0.0,0.0,0.0,5
gemma3-27b-it,9914001,0.0,0.2,0.2,5
gemma3-27b-it,10040003,0.0,0.2,0.2,5
gemma3-27b-it,10211002,0.0,0.0,0.0,5
gemma3-27b-it,10615000,0.2,0.6,2.8,5
gemma3-27b-it,10822004,0.0,0.0,0.0,5
gemma3-27b-it,10935002,0.0,0.0,0.0,5
gemma3-27b-it,10966002,0.2,0.2,0.0,5
gemma3-27b-it,11099002,0.0,0.0,-0.4,5
gemma3-27b-it,11182006,0.0,0.0,0.0,5
gemma3-27b-it,11313001,0.0,0.0,-0.2,5
gemma3-27b-it,11615000,0.2,0.4,0.2,5
gemma3-27b-it,11760005,0.0,0.0,0.0,5
gemma3-27b-it,11987001,0.0,0.4,-0.4,5
gemma3-27b-it,12085001,0.0,0.0,0.0,5
gemma3-27b-it,12085010,0.0,0.0,0.0,5
gemma3-27b-it,12085034,0.0,0.0,0.0,5
gemma3-27b-it,12236001,0.0,0.0,0.0,5
gemma3-27b-it,12323002,0.0,0.0,0.0,5
gemma3-27b-it,12326002,0.2,0.2,0.4,5
gemma3-27b-it,12333004,0.0,0.0,0.0,5
gemma3-27b-it,12670000,0.2,0.4,-0.2,5
gemma3-27b-it,12818002,0.0,0.0,-1.6,5
gemma3-27b-it,12887003,0.0,0.0,0.0,5
gemma3-27b-it,13061002,0.0,0.0,0.0,5
gemma3-27b-it,13220005,0.0,0.0,-0.2,5
gemma3-27b-it,13220007,0.0,0.0,0.0,5
gemma3-27b-it,13232001,0.0,0.2,0.4,5
gemma3-27b-it,13415010,0.0,0.6,0.2,5
gemma3-27b-it,13420001,0.0,0.2,-0.6,5
gemma3-27b-it,13546002,0.0,0.0,0.0,5
gemma3-27b-it,13546003,0.0,0.0,0.0,5
gemma3-27b-it,13639003,0.0,0.0,0.0,5
gemma3-27b-it,13659000,0.0,0.0,0.0,5
gemma3-27b-it,13729003,0.0,0.0,0.0,5
gemma3-27b-it,13729007,0.0,0.0,0.0,5
gemma3-27b-it,13789002,0.0,0.4,0.0,5
gemma3-27b-it,14029002,0.4,0.4,0.6,5
gemma3-27b-it,14038000,0.2,0.8,0.6,5
gemma3-27b-it,14321000,0.0,0.2,-0.8,5
gemma3-27b-it,14473003,0.0,0.0,0.0,5
gemma3-27b-it,14820001,0.0,0.0,0.0,5
gemma3-27b-it,14921001,0.0,0.0,0.0,5
gemma3-27b-it,15070001,0.0,0.0,0.0,5
gemma3-27b-it,15180001,0.0,0.0,0.0,5
gemma3-27b-it,15254005,0.0,0.0,0.0,5
gemma3-27b-it,15345003,0.0,0.0,0.0,5
gemma3-27b-it,15709002,0.0,0.2,0.2,5
gemma3-27b-it,15751001,0.0,0.0,0.0,5
gemma3-27b-it,15826000,0.0,0.0,0.0,5
gemma3-27b-it,15947000,0.0,0.0,0.0,5
gemma3-27b-it,15956002,0.0,0.2,0.2,5
gemma3-27b-it,16046002,0.0,0.0,0.0,5
gemma3-27b-it,16238000,0.0,0.0,0.0,5
gemma3-27b-it,16285001,0.0,0.0,0.0,5
gemma3-27b-it,16318002,0.0,0.0,0.0,5
gemma3-27b-it,16360006,0.2,0.4,0.2,5
gemma3-27b-it,16377000,0.0,0.0,0.0,5
gemma3-27b-it,16382002,0.0,0.0,0.0,5
gemma3-27b-it,16574002,0.0,0.0,0.0,5
gemma3-27b-it,16590000,0.0,0.0,0.0,5
gemma3-27b-it,16593026,0.0,0.0,0.0,5
gemma3-27b-it,16593055,0.0,0.0,0.0,5
gemma3-27b-it,16631029,0.0,0.0,0.0,5
gemma3-27b-it,16689002,0.0,0.0,0.0,5
gemma3-27b-it,16716000,0.0,0.0,0.0,5
gemma3-27b-it,16732002,0.0,0.0,0.0,5
gemma3-27b-it,16897002,0.2,0.2,0.0,5
gemma3-27b-it,16905005,0.0,0.2,0.2,5
gemma3-27b-it,16958004,0.0,0.0,0.0,5
gemma3-27b-it,16958005,0.0,0.0,0.0,5
gemma3-27b-it,16958007,0.0,0.0,0.0,5
gemma3-27b-it,16977001,0.0,0.0,0.0,5
gemma3-27b-it,17182002,0.2,0.2,-0.4,5
gemma3-27b-it,17313002,0.0,0.0,0.0,5
gemma3-27b-it,17409003,0.0,0.0,0.0,5
gemma3-27b-it,17959001,0.2,0.2,-1.2,5
gemma3-27b-it,18148000,0.0,0.0,0.0,5
gemma3-27b-it,18158001,0.2,0.6,0.8,5
gemma3-27b-it,18224008,0.0,0.0,-0.2,5
gemma3-27b-it,18480002,0.0,0.0,0.0,5
gemma3-27b-it,18699005,0.0,0.0,0.0,5
gemma3-27b-it,18771001,0.0,0.2,0.2,5
gemma3-27b-it,18874001,0.0,0.0,0.0,5
gemma3-27b-it,18903021,0.0,0.0,0.0,5
gemma3-27b-it,19079000,0.0,0.0,0.0,5
gemma3-27b-it,19079002,0.0,0.2,0.0,5
gemma3-27b-it,19079003,0.0,0.2,0.0,5
gemma3-27b-it,19132001,0.2,0.6,0.2,5
gemma3-27b-it,19167000,0.0,0.0,0.0,5
gemma3-27b-it,19167001,0.0,0.0,0.0,5
gemma3-27b-it,19333002,0.0,0.0,0.0,5
gemma3-27b-it,19624001,0.2,0.6,0.4,5
gemma3-27b-it,19631000,0.0,0.4,0.2,5
gemma3-27b-it,19663002,0.0,0.0,-0.2,5
gemma3-27b-it,19663004,0.0,0.2,-1.6,5
gemma3-27b-it,19712001,0.0,0.0,0.0,5
gemma3-27b-it,19712003,0.0,0.2,0.2,5
gemma3-27b-it,19723002,0.2,0.8,0.8,5
gemma3-27b-it,19916005,0.0,0.8,0.8,5
gemma3-27b-it,20177000,0.0,0.0,0.0,5
gemma3-27b-it,20178004,0.0,0.0,0.0,5
gemma3-27b-it,20178005,0.0,0.0,0.0,5
gemma3-27b-it,20632002,0.2,0.6,0.4,5
gemma3-27b-it,20650002,0.0,0.0,0.0,5
gemma3-27b-it,20748000,0.0,0.0,0.0,5
gemma3-27b-it,20904002,0.2,0.2,0.0,5
gemma3-27b-it,20908000,0.0,0.2,0.2,5
gemma3-27b-it,21284000,0.0,0.0,0.0,5
gemma3-27b-it,21397004,0.4,0.6,0.2,5
gemma3-27b-it,21397005,0.0,0.0,0.0,5
gemma3-27b-it,21400003,0.0,0.0,0.0,5
gemma3-27b-it,21503004,0.0,0.0,0.0,5
gemma3-27b-it,21563003,0.0,0.0,0.0,5
gemma3-27b-it,21563010,0.0,0.0,0.0,5
gemma3-27b-it,21644003,0.2,0.6,0.4,5
gemma3-27b-it,21644004,0.2,0.2,-0.4,5
gemma3-27b-it,21644005,0.2,0.6,1.8,5
gemma3-27b-it,21989000,0.0,0.0,0.0,5
gemma3-27b-it,22051002,0.0,0.2,0.2,5
gemma3-27b-it,22085008,0.0,0.0,0.0,5
gemma3-27b-it,22118001,0.0,0.4,0.0,5
gemma3-27b-it,22176003,0.0,0.0,0.0,5
gemma3-27b-it,22382002,0.0,0.0,0.0,5
gemma3-27b-it,22396005,0.4,0.4,0.8,5
gemma3-27b-it,22599010,0.0,0.0,0.0,5
gemma3-27b-it,22747002,0.0,0.0,0.0,5
gemma3-27b-it,22983001,0.0,0.0,0.0,5
gemma3-27b-it,23200001,0.0,0.2,0.2,5
gemma3-27b-it,23200003,0.0,0.0,0.0,5
gemma3-27b-it,23230002,0.0,0.0,0.0,5
gemma3-27b-it,23230003,0.0,0.0,0.0,5
gemma3-27b-it,23251000,0.0,0.0,-0.8,5
gemma3-27b-it,23294004,0.2,0.6,0.6,5
gemma3-27b-it,23380003,0.0,0.6,0.2,5
gemma3-27b-it,23660001,0.2,0.2,0.0,5
gemma3-27b-it,23751006,0.0,0.0,0.0,5
gemma3-27b-it,23879007,0.0,0.0,0.0,5
gemma3-27b-it,23937000,0.0,0.0,0.0,5
gemma3-27b-it,24106000,0.0,0.0,0.0,5
gemma3-27b-it,24144002,0.0,0.0,0.0,5
gemma3-27b-it,24197004,0.0,0.0,0.0,5
gemma3-27b-it,24197008,0.0,0.0,0.0,5
gemma3-27b-it,24207003,0.0,0.0,0.0,5
gemma3-27b-it,24385009,0.0,0.2,0.2,5
gemma3-27b-it,24652002,0.2,0.8,0.6,5
gemma3-27b-it,25134002,0.0,0.0,0.0,5
gemma3-27b-it,25216003,0.0,0.0,0.0,5
gemma3-27b-it,25216004,0.0,0.0,0.0,5
gemma3-27b-it,25252013,0.0,0.0,0.0,5
gemma3-27b-it,25346011,0.6,0.8,3.0,5
gemma3-27b-it,25668004,0.0,0.0,0.0,5
gemma3-27b-it,25804000,0.0,0.2,0.2,5
gemma3-27b-it,26045003,0.2,0.6,0.6,5
gemma3-27b-it,26201017,0.4,0.4,2.0,5
gemma3-27b-it,26363001,0.2,0.6,0.4,5
gemma3-27b-it,26731001,0.0,0.0,0.0,5
gemma3-27b-it,27208001,0.2,0.2,0.0,5
gemma3-27b-it,27642000,0.2,0.6,0.4,5
gemma3-27b-it,27642002,0.2,0.4,0.0,5
gemma3-27b-it,27756000,0.2,0.2,0.0,5
gemma3-27b-it,28039001,0.2,0.4,0.4,5
gemma3-27b-it,28236001,0.4,0.4,0.8,5
gemma3-27b-it,28449001,0.2,0.2,0.2,5
gemma3-27b-it,28449009,0.0,0.0,0.0,5
gemma3-27b-it,29094002,0.0,0.0,0.0,5
gemma3-27b-it,29187008,0.0,0.0,0.0,5
gemma3-27b-it,29252000,0.0,0.4,0.2,5
gemma3-27b-it,29357001,0.0,0.0,0.0,5
gemma3-27b-it,30012019,0.0,0.0,0.0,5
gemma3-27b-it,30210001,0.0,0.2,0.2,5
gemma3-27b-it,30222001,0.2,0.6,0.4,5
gemma3-27b-it,30719007,0.0,0.0,0.0,5
gemma3-27b-it,31000002,0.0,0.0,0.0,5
gemma3-27b-it,31019000,0.0,0.0,-0.2,5
gemma3-27b-it,31041003,0.0,0.4,0.4,5
gemma3-27b-it,31043003,0.0,0.6,0.4,5
gemma3-27b-it,31296001,0.0,0.2,0.0,5
gemma3-27b-it,31446001,0.0,0.0,0.0,5
gemma3-27b-it,31596001,0.4,0.4,0.6,5
gemma3-27b-it,31599002,0.0,0.0,0.0,5
gemma3-27b-it,32193000,0.0,0.4,0.2,5
gemma3-27b-it,32362002,0.4,0.6,1.4,5
gemma3-27b-it,32416002,0.0,0.0,0.0,5
gemma3-27b-it,32416007,0.0,0.0,0.0,5
gemma3-27b-it,32610001,0.0,0.0,0.0,5
gemma3-27b-it,33802002,0.2,0.2,0.2,5
gemma3-27b-it,33845003,0.0,0.2,-0.2,5
gemma3-27b-it,34372007,0.0,0.0,-10.0,5
gemma3-27b-it,34808002,0.0,0.0,0.0,5
gemma3-27b-it,35049002,0.0,0.0,0.0,5
gemma3-27b-it,35076001,0.0,0.0,0.0,5
gemma3-27b-it,35076008,0.0,0.0,0.0,5
gemma3-27b-it,35857000,0.2,1.0,1.0,5
gemma3-27b-it,35891005,0.2,0.4,0.4,5
gemma3-27b-it,36124001,0.2,0.2,-0.4,5
gemma3-27b-it,36311003,0.0,0.0,0.0,5
gemma3-27b-it,36420004,0.0,0.0,0.0,5
gemma3-27b-it,36451002,0.2,1.0,5.2,5
gemma3-27b-it,36460000,0.0,0.0,0.0,5
gemma3-27b-it,36661000,0.0,0.0,0.0,5
gemma3-27b-it,36661008,0.0,0.0,0.0,5
gemma3-27b-it,36765002,0.2,0.2,-1.0,5
gemma3-27b-it,37717002,0.0,0.0,0.0,5
gemma3-27b-it,37717004,0.0,0.0,0.0,5
gemma3-27b-it,37777002,0.0,0.2,0.2,5
gemma3-27b-it,37783002,0.0,0.0,0.0,5
